NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_MEDICUS_ENV_FACTOR_ARSENIC_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV	KEGG_MEDICUS_ENV_FACTOR_ARSENIC_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV		18	0.3006844	0.8786249	0.6449086	0.7782588	1.0	5909	tags=50%, list=29%, signal=70%	
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY		22	0.2798743	0.87223864	0.65363127	0.78255284	1.0	4811	tags=36%, list=23%, signal=47%	
KEGG_MEDICUS_REFERENCE_ACH_CHRN_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_ACH_CHRN_RAS_ERK_SIGNALING_PATHWAY		21	0.27810502	0.8638956	0.68802226	0.7901611	1.0	2644	tags=24%, list=13%, signal=27%	
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_ATP1A1_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_ATP1A1_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY		25	0.2617689	0.8580386	0.6961326	0.7929085	1.0	2996	tags=28%, list=15%, signal=33%	
KEGG_MEDICUS_REFERENCE_TNF_NFKB_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_TNF_NFKB_SIGNALING_PATHWAY		16	0.29453048	0.85208976	0.68508285	0.7960659	1.0	5452	tags=31%, list=27%, signal=43%	
KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_IV	KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_IV		16	0.29136795	0.84688896	0.6647399	0.7977809	1.0	4570	tags=38%, list=22%, signal=48%	
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_CACNA1D_H_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_CACNA1D_H_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY		24	0.26263142	0.84609985	0.7002725	0.79068595	1.0	2996	tags=29%, list=15%, signal=34%	
KEGG_MEDICUS_REFERENCE_TYPE_I_IFN_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_TYPE_I_IFN_SIGNALING_PATHWAY		23	0.25489023	0.84212565	0.71304345	0.79014874	1.0	4935	tags=26%, list=24%, signal=34%	
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY		21	0.2670258	0.8368839	0.7258065	0.79143506	1.0	4811	tags=38%, list=23%, signal=50%	
KEGG_MEDICUS_REFERENCE_DEUBIQUITINATION_OF_H2AK119	KEGG_MEDICUS_REFERENCE_DEUBIQUITINATION_OF_H2AK119		26	0.25402984	0.8366779	0.73333335	0.78375095	1.0	4230	tags=38%, list=21%, signal=48%	
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_KCNJ5_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_KCNJ5_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY		25	0.2518952	0.82351726	0.751634	0.7984577	1.0	2996	tags=28%, list=15%, signal=33%	
KEGG_MEDICUS_REFERENCE_DRD1_GNAS_AC_PKA_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_DRD1_GNAS_AC_PKA_SIGNALING_PATHWAY		16	0.27583706	0.7893049	0.7733333	0.8479127	1.0	2644	tags=25%, list=13%, signal=29%	
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SOD1_TO_RETROGRADE_AXONAL_TRANSPORT	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SOD1_TO_RETROGRADE_AXONAL_TRANSPORT		27	0.23070233	0.75671244	0.8786982	0.888438	1.0	6493	tags=48%, list=32%, signal=70%	
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV		17	0.2592096	0.7560382	0.8022284	0.8804991	1.0	4570	tags=35%, list=22%, signal=45%	
KEGG_MEDICUS_REFERENCE_GLYCOLYSIS	KEGG_MEDICUS_REFERENCE_GLYCOLYSIS		23	0.22074957	0.70603764	0.9161677	0.9307915	1.0	4776	tags=39%, list=23%, signal=51%	
KEGG_MEDICUS_REFERENCE_CA2_PYK2_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CA2_PYK2_RAS_ERK_SIGNALING_PATHWAY		15	0.24103759	0.68415445	0.9121447	0.94301003	1.0	5373	tags=40%, list=26%, signal=54%	
KEGG_MEDICUS_REFERENCE_TLR7_8_9_IRF5_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_TLR7_8_9_IRF5_SIGNALING_PATHWAY		22	0.20949364	0.6658991	0.9390244	0.9481737	1.0	4451	tags=18%, list=22%, signal=23%	
KEGG_MEDICUS_REFERENCE_CGAS_STING_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CGAS_STING_SIGNALING_PATHWAY		16	0.19844986	0.5680157	0.97089946	0.98448074	1.0	16458	tags=100%, list=80%, signal=504%	
