NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_MEDICUS_REFERENCE_EREG_EGFR_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_EREG_EGFR_RAS_ERK_SIGNALING_PATHWAY		15	-0.35341635	-0.924292	0.54731864	0.8620935	1.0	2404	tags=20%, list=12%, signal=23%	
KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_CXCR4_GNB_G_RAC_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_CXCR4_GNB_G_RAC_SIGNALING_PATHWAY		26	-0.30371648	-0.923909	0.57450074	0.85325736	1.0	1321	tags=15%, list=6%, signal=16%	
KEGG_MEDICUS_REFERENCE_GPCR_PI3K_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_GPCR_PI3K_SIGNALING_PATHWAY		32	-0.30215555	-0.9235542	0.57186544	0.84455	1.0	3596	tags=25%, list=18%, signal=30%	
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_GNAS_TO_ACTH_CORTISOL_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_GNAS_TO_ACTH_CORTISOL_SIGNALING_PATHWAY		29	-0.30302086	-0.9103487	0.61882716	0.86541075	1.0	4080	tags=31%, list=20%, signal=39%	
KEGG_MEDICUS_REFERENCE_FLT3LG_FLT3_RAS_PI3K_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_FLT3LG_FLT3_RAS_PI3K_SIGNALING_PATHWAY		15	-0.34666443	-0.90508467	0.62419355	0.8667659	1.0	4169	tags=40%, list=20%, signal=50%	
KEGG_MEDICUS_REFERENCE_PINK_PARKIN_MEDIATED_AUTOPHAGOSOME_FORMATION	KEGG_MEDICUS_REFERENCE_PINK_PARKIN_MEDIATED_AUTOPHAGOSOME_FORMATION		15	-0.35242823	-0.9048136	0.6	0.8580419	1.0	3579	tags=33%, list=17%, signal=40%	
KEGG_MEDICUS_REFERENCE_CXCR_GNB_G_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CXCR_GNB_G_ERK_SIGNALING_PATHWAY		26	-0.30960596	-0.90166515	0.62538224	0.8555977	1.0	1476	tags=15%, list=7%, signal=17%	
KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNB_G_RHO_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNB_G_RHO_SIGNALING_PATHWAY		33	-0.28415644	-0.8966419	0.62929744	0.85688895	1.0	5260	tags=39%, list=26%, signal=53%	
KEGG_MEDICUS_REFERENCE_IGF_IGF1R_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_IGF_IGF1R_RAS_ERK_SIGNALING_PATHWAY		16	-0.3459446	-0.8908194	0.631664	0.8606154	1.0	2571	tags=25%, list=13%, signal=29%	
KEGG_MEDICUS_REFERENCE_KITLG_KIT_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_KITLG_KIT_RAS_ERK_SIGNALING_PATHWAY		15	-0.34403935	-0.8895361	0.6025039	0.8544298	1.0	2404	tags=20%, list=12%, signal=23%	
KEGG_MEDICUS_ENV_FACTOR_E2_TO_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_ENV_FACTOR_E2_TO_RAS_ERK_SIGNALING_PATHWAY		16	-0.34102544	-0.8842062	0.62439805	0.85684645	1.0	1413	tags=19%, list=7%, signal=20%	
KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_AKT_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_AKT_SIGNALING_PATHWAY		24	-0.30407742	-0.87994415	0.63190186	0.8568304	1.0	2117	tags=17%, list=10%, signal=19%	
KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_TRANSPORT_OF_CALCIUM	KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_TRANSPORT_OF_CALCIUM		17	-0.32815564	-0.87606955	0.63987637	0.8560365	1.0	407	tags=12%, list=2%, signal=12%	
KEGG_MEDICUS_REFERENCE_TYPE_I_INTERFERON_TO_JAK_STAT_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_TYPE_I_INTERFERON_TO_JAK_STAT_SIGNALING_PATHWAY		24	-0.2984373	-0.8661762	0.651446	0.86738557	1.0	4073	tags=21%, list=20%, signal=26%	
KEGG_MEDICUS_REFERENCE_EGF_ERBB2_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_EGF_ERBB2_RAS_ERK_SIGNALING_PATHWAY		16	-0.3207953	-0.85958505	0.6661211	0.87234706	1.0	2404	tags=19%, list=12%, signal=21%	
KEGG_MEDICUS_REFERENCE_PP2A_AKT_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_PP2A_AKT_SIGNALING_PATHWAY		19	-0.31683016	-0.8552891	0.6839546	0.8724283	1.0	5523	tags=42%, list=27%, signal=58%	
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_EGFR_TO_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_EGFR_TO_RAS_ERK_SIGNALING_PATHWAY		15	-0.3312945	-0.8540866	0.6752827	0.8665642	1.0	2404	tags=20%, list=12%, signal=23%	
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_MACHR_CA2_APOPTOTIC_PATHWAY	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_MACHR_CA2_APOPTOTIC_PATHWAY		20	-0.3053036	-0.84199667	0.7042683	0.88180935	1.0	6040	tags=50%, list=29%, signal=71%	
KEGG_MEDICUS_REFERENCE_EGF_EGFR_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_EGF_EGFR_RAS_ERK_SIGNALING_PATHWAY		16	-0.31294188	-0.8309105	0.69953775	0.89498687	1.0	2404	tags=19%, list=12%, signal=21%	
KEGG_MEDICUS_REFERENCE_LPAR_GNB_G_RHO_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_LPAR_GNB_G_RHO_SIGNALING_PATHWAY		23	-0.28902277	-0.82928425	0.7074722	0.889646	1.0	4937	tags=30%, list=24%, signal=40%	
KEGG_MEDICUS_REFERENCE_TNF_JNK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_TNF_JNK_SIGNALING_PATHWAY		16	-0.31359044	-0.8253047	0.6988728	0.88847166	1.0	1800	tags=19%, list=9%, signal=21%	
KEGG_MEDICUS_PATHOGEN_HCMV_GB_TO_PDGFR_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_HCMV_GB_TO_PDGFR_RAS_ERK_SIGNALING_PATHWAY		15	-0.3216006	-0.8250425	0.71565497	0.88075966	1.0	2404	tags=20%, list=12%, signal=23%	
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_MET_TO_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_MET_TO_RAS_ERK_SIGNALING_PATHWAY		15	-0.31899333	-0.8088757	0.74429965	0.90188044	1.0	2404	tags=20%, list=12%, signal=23%	
KEGG_MEDICUS_PATHOGEN_HPV_E5_TO_EGFR_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_HPV_E5_TO_EGFR_RAS_ERK_SIGNALING_PATHWAY		15	-0.31324747	-0.8061522	0.7388535	0.89816517	1.0	2404	tags=20%, list=12%, signal=23%	
KEGG_MEDICUS_REFERENCE_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY		28	-0.26296592	-0.7953075	0.78134555	0.90807885	1.0	5260	tags=39%, list=26%, signal=53%	
KEGG_MEDICUS_REFERENCE_MACHR_CA2_APOPTOTIC_PATHWAY	KEGG_MEDICUS_REFERENCE_MACHR_CA2_APOPTOTIC_PATHWAY		19	-0.28494292	-0.79132235	0.75949365	0.9071507	1.0	7127	tags=58%, list=35%, signal=89%	
KEGG_MEDICUS_REFERENCE_CCR_CXCR_GNB_G_PI3K_RAC_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CCR_CXCR_GNB_G_PI3K_RAC_SIGNALING_PATHWAY		30	-0.25272465	-0.7698756	0.8266871	0.9335697	1.0	1476	tags=13%, list=7%, signal=14%	
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PDE11A_PDE8B_TO_ACTH_CORTISOL_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PDE11A_PDE8B_TO_ACTH_CORTISOL_SIGNALING_PATHWAY		20	-0.27217624	-0.7656745	0.81642514	0.93209904	1.0	2961	tags=25%, list=14%, signal=29%	
KEGG_MEDICUS_ENV_FACTOR_METALS_TO_NFKB_SIGNALING_PATHWAY	KEGG_MEDICUS_ENV_FACTOR_METALS_TO_NFKB_SIGNALING_PATHWAY		15	-0.2898285	-0.7624051	0.7935484	0.9292791	1.0	2488	tags=20%, list=12%, signal=23%	
KEGG_MEDICUS_REFERENCE_CARDIAC_TYPE_VGCC_RYR_SIGNALING	KEGG_MEDICUS_REFERENCE_CARDIAC_TYPE_VGCC_RYR_SIGNALING		21	-0.27200004	-0.75615925	0.8119266	0.9304699	1.0	5783	tags=38%, list=28%, signal=53%	
KEGG_MEDICUS_REFERENCE_CD80_CD86_CTLA4_PP2A_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CD80_CD86_CTLA4_PP2A_SIGNALING_PATHWAY		22	-0.24949278	-0.7072284	0.8737864	0.98778254	1.0	5523	tags=36%, list=27%, signal=50%	
KEGG_MEDICUS_REFERENCE_RIG_I_IRF7_3_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_RIG_I_IRF7_3_SIGNALING_PATHWAY		23	-0.24219598	-0.69168943	0.89925927	0.9972722	1.0	4755	tags=22%, list=23%, signal=28%	
KEGG_MEDICUS_VARIANT_IGF2_OVEREXPRESSION_TO_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_IGF2_OVEREXPRESSION_TO_RAS_ERK_SIGNALING_PATHWAY		15	-0.26250792	-0.6908897	0.866878	0.9898123	1.0	2571	tags=20%, list=13%, signal=23%	
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_ATP2B3_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_ATP2B3_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY		23	-0.24042358	-0.6903283	0.89522344	0.9821649	1.0	2961	tags=22%, list=14%, signal=25%	
KEGG_MEDICUS_VARIANT_AMPLIFIED_FGFR_TO_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_AMPLIFIED_FGFR_TO_RAS_ERK_SIGNALING_PATHWAY		15	-0.26471096	-0.6896238	0.8774834	0.97486305	1.0	2836	tags=20%, list=14%, signal=23%	
KEGG_MEDICUS_REFERENCE_MDA5_IRF7_3_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_MDA5_IRF7_3_SIGNALING_PATHWAY		24	-0.22902305	-0.68107414	0.915625	0.9762116	1.0	4755	tags=21%, list=23%, signal=27%	
KEGG_MEDICUS_REFERENCE_TLR5_NFKB_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_TLR5_NFKB_SIGNALING_PATHWAY		17	-0.25413758	-0.6750799	0.9055728	0.9746516	1.0	5847	tags=35%, list=28%, signal=49%	
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_FGFR3_TO_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_FGFR3_TO_RAS_ERK_SIGNALING_PATHWAY		16	-0.2593148	-0.6692914	0.9186992	0.97212344	1.0	2404	tags=19%, list=12%, signal=21%	
KEGG_MEDICUS_REFERENCE_TCR_PLCG_ITPR_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_TCR_PLCG_ITPR_SIGNALING_PATHWAY		19	-0.23887484	-0.65986615	0.9230769	0.9725729	1.0	5485	tags=32%, list=27%, signal=43%	
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABBERANT_ATXN2_3_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABBERANT_ATXN2_3_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY		17	-0.24759094	-0.65230936	0.93140244	0.97088355	1.0	6040	tags=41%, list=29%, signal=58%	
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_AGE_RAGE_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_AGE_RAGE_SIGNALING_PATHWAY		17	-0.23100694	-0.6133454	0.94154817	0.9893619	1.0	5936	tags=29%, list=29%, signal=41%	
KEGG_MEDICUS_REFERENCE_RIG_I_NFKB_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_RIG_I_NFKB_SIGNALING_PATHWAY		21	-0.2102004	-0.5861358	0.9684044	0.99543524	1.0	16220	tags=100%, list=79%, signal=476%	
KEGG_MEDICUS_PATHOGEN_HIV_TAT_TO_TLR2_4_NFKB_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_HIV_TAT_TO_TLR2_4_NFKB_SIGNALING_PATHWAY		17	-0.21698436	-0.57658035	0.97611463	0.99153084	1.0	16080	tags=100%, list=78%, signal=461%	
KEGG_MEDICUS_REFERENCE_FLT3LG_FLT3_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_FLT3LG_FLT3_RAS_ERK_SIGNALING_PATHWAY		15	-0.20334768	-0.5163514	0.9819967	0.99949014	1.0	5936	tags=33%, list=29%, signal=47%	
KEGG_MEDICUS_REFERENCE_AGE_RAGE_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_AGE_RAGE_SIGNALING_PATHWAY		16	-0.18825738	-0.49479458	0.99206346	0.9948971	1.0	8483	tags=50%, list=41%, signal=85%	
