"NAME","GS.br..follow.link.to.MSigDB","GS.DETAILS","SIZE","ES","NES","NOM.p.val","FDR.q.val","FWER.p.val","RANK.AT.MAX","LEADING.EDGE","X","direction","Database"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_DCTN1_TO_RETROGRADE_AXONAL_TRANSPORT","KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_DCTN1_TO_RETROGRADE_AXONAL_TRANSPORT","",16,0.47503823,1.3743197,0.11420613,0.17220296,1,2350,"tags=50%, list=11%, signal=56%",NA,"Up_in_Tumor","KEGG_Medicus"
"HALLMARK_SPERMATOGENESIS","HALLMARK_SPERMATOGENESIS","Details ...",131,0.3028687,1.3715925,0.019417476,0.029285608,0.205,1487,"tags=15%, list=7%, signal=16%",NA,"Up_in_Tumor","Hallmark"
"KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT","",23,0.4217109,1.364041,0.07082153,0.17872769,1,2350,"tags=39%, list=11%, signal=44%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_ESPG_TO_MICROTUBULE_RHOA_SIGNALING_PATHWAY","KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_ESPG_TO_MICROTUBULE_RHOA_SIGNALING_PATHWAY","",15,0.48693925,1.3601338,0.10242587,0.17899086,1,2350,"tags=53%, list=11%, signal=60%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_HUNTINGTONS_DISEASE","KEGG_HUNTINGTONS_DISEASE","",160,0.2909382,1.3548281,0.0056818184,0.11727519,0.947,5248,"tags=41%, list=26%, signal=54%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_EAE_TIR_TO_ACTIN_SIGNALING_PATHWAY","KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_EAE_TIR_TO_ACTIN_SIGNALING_PATHWAY","",17,0.46198162,1.354817,0.08959538,0.18108797,1,3065,"tags=47%, list=15%, signal=55%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","",29,0.4042179,1.3536996,0.087878786,0.17898855,1,3065,"tags=41%, list=15%, signal=49%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS","KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS","",130,0.3030066,1.3468525,0.009569378,0.118768714,0.956,3517,"tags=28%, list=17%, signal=34%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPE_TO_RAC_SIGNALING_PATHWAY","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPE_TO_RAC_SIGNALING_PATHWAY","",19,0.4375741,1.3439753,0.105793454,0.18514618,1,3065,"tags=47%, list=15%, signal=56%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119_IN_GERMLINE_GENES","KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119_IN_GERMLINE_GENES","",25,0.42728725,1.3435627,0.078078076,0.1822214,1,5398,"tags=60%, list=26%, signal=81%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION","KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION","",53,0.3449759,1.3339795,0.07191781,0.12411138,0.968,3484,"tags=40%, list=17%, signal=48%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_RNA_DEGRADATION","KEGG_RNA_DEGRADATION","",50,0.35575154,1.3221787,0.086666666,0.12971291,0.978,4624,"tags=36%, list=23%, signal=46%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION","KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION","",80,0.31636107,1.3202072,0.046875,0.12644984,0.978,5123,"tags=31%, list=25%, signal=41%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_MEDICUS_REFERENCE_BRANCHING_MICROTUBULE_NUCLEATION","KEGG_MEDICUS_REFERENCE_BRANCHING_MICROTUBULE_NUCLEATION","",29,0.3932387,1.3128082,0.10526316,0.21204612,1,2350,"tags=31%, list=11%, signal=35%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_MICROTUBULE_RHOA_SIGNALING_PATHWAY","KEGG_MEDICUS_REFERENCE_MICROTUBULE_RHOA_SIGNALING_PATHWAY","",19,0.4240384,1.2955694,0.14845939,0.22675791,1,2350,"tags=42%, list=11%, signal=48%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_ANTEROGRADE_AXONAL_TRANSPORT","KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_ANTEROGRADE_AXONAL_TRANSPORT","",24,0.4028155,1.2943213,0.14454277,0.2243491,1,2350,"tags=38%, list=11%, signal=42%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_NUCLEAR_EXPORT_OF_MRNA","KEGG_MEDICUS_REFERENCE_NUCLEAR_EXPORT_OF_MRNA","",25,0.38517186,1.2775602,0.14670658,0.23822373,1,5850,"tags=52%, list=28%, signal=73%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_VGCC_CA2_APOPTOTIC_PATHWAY","KEGG_MEDICUS_REFERENCE_VGCC_CA2_APOPTOTIC_PATHWAY","",22,0.40459532,1.2652452,0.134375,0.24930872,1,4476,"tags=36%, list=22%, signal=46%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_TRANSCRIPTION_COUPLED_NER","KEGG_MEDICUS_REFERENCE_TRANSCRIPTION_COUPLED_NER","",29,0.380893,1.2651497,0.11676647,0.245492,1,5872,"tags=45%, list=29%, signal=63%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_CROSSTALK_BETWEEN_EXTRINSIC_AND_INTRINSIC_APOPTOTIC_PATHWAYS","KEGG_MEDICUS_REFERENCE_CROSSTALK_BETWEEN_EXTRINSIC_AND_INTRINSIC_APOPTOTIC_PATHWAYS","",15,0.440617,1.2464825,0.18786128,0.26372507,1,1951,"tags=27%, list=10%, signal=29%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_OTHER_GLYCAN_DEGRADATION","KEGG_OTHER_GLYCAN_DEGRADATION","",15,0.43175894,1.2278113,0.20631067,0.21667515,0.996,6501,"tags=60%, list=32%, signal=88%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_MEDICUS_REFERENCE_RAB7_REGULATED_MICROTUBULE_MINUS_END_DIRECTED_TRANSPORT","KEGG_MEDICUS_REFERENCE_RAB7_REGULATED_MICROTUBULE_MINUS_END_DIRECTED_TRANSPORT","",40,0.33141768,1.2208716,0.1633987,0.29273647,1,2795,"tags=35%, list=14%, signal=40%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM","KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM","",42,0.3283867,1.2206551,0.14469454,0.21878082,0.997,2615,"tags=29%, list=13%, signal=33%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_ANTEROGRADE_AXONAL_TRANSPORT","KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_ANTEROGRADE_AXONAL_TRANSPORT","",23,0.38931808,1.2155625,0.1923077,0.29512677,1,2350,"tags=39%, list=11%, signal=44%",NA,"Up_in_Tumor","KEGG_Medicus"
"HALLMARK_UV_RESPONSE_UP","HALLMARK_UV_RESPONSE_UP","Details ...",152,0.25728485,1.2116958,0.07386363,0.10125022,0.597,2517,"tags=24%, list=12%, signal=27%",NA,"Up_in_Tumor","Hallmark"
"KEGG_MEDICUS_REFERENCE_PROMOTION_OF_MICROTUBULE_GROWTH","KEGG_MEDICUS_REFERENCE_PROMOTION_OF_MICROTUBULE_GROWTH","",20,0.39473748,1.1992806,0.21978022,0.31339246,1,2350,"tags=40%, list=11%, signal=45%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_ALZHEIMERS_DISEASE","KEGG_ALZHEIMERS_DISEASE","",144,0.2606743,1.1970307,0.06878307,0.24418043,0.998,5248,"tags=40%, list=26%, signal=54%",NA,"Up_in_Tumor","KEGG_Legacy"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION","HALLMARK_OXIDATIVE_PHOSPHORYLATION","Details ...",182,0.25048092,1.190938,0.07594936,0.1111608,0.668,5248,"tags=38%, list=26%, signal=51%",NA,"Up_in_Tumor","Hallmark"
"KEGG_MEDICUS_REFERENCE_EGF_EGFR_ACTIN_SIGNALING_PATHWAY","KEGG_MEDICUS_REFERENCE_EGF_EGFR_ACTIN_SIGNALING_PATHWAY","",21,0.38044894,1.1858772,0.18731989,0.32815936,1,3484,"tags=48%, list=17%, signal=57%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_CA2_ENTRY_VOLTAGE_GATED_CA2_CHANNEL","KEGG_MEDICUS_REFERENCE_CA2_ENTRY_VOLTAGE_GATED_CA2_CHANNEL","",25,0.35957628,1.1679575,0.22157435,0.3503035,1,3167,"tags=28%, list=15%, signal=33%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_PURINE_METABOLISM","KEGG_PURINE_METABOLISM","",148,0.24054885,1.1277534,0.15053764,0.35075325,1,3062,"tags=24%, list=15%, signal=28%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_MEDICUS_REFERENCE_TLR7_9_IRF7_SIGNALING_PATHWAY","KEGG_MEDICUS_REFERENCE_TLR7_9_IRF7_SIGNALING_PATHWAY","",20,0.36380678,1.1199068,0.27146813,0.4220897,1,4451,"tags=20%, list=22%, signal=26%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_TLR3_IRF7_SIGNALING_PATHWAY","KEGG_MEDICUS_REFERENCE_TLR3_IRF7_SIGNALING_PATHWAY","",19,0.37026155,1.1184357,0.28877005,0.41846523,1,3829,"tags=21%, list=19%, signal=26%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_TIGHT_JUNCTION_ACTIN_SIGNALING_PATHWAY","KEGG_MEDICUS_REFERENCE_TIGHT_JUNCTION_ACTIN_SIGNALING_PATHWAY","",35,0.32240695,1.1083025,0.26586103,0.4298872,1,3484,"tags=46%, list=17%, signal=55%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_PANCREATIC_CANCER","KEGG_PANCREATIC_CANCER","",69,0.2695937,1.0961818,0.2784314,0.4059147,1,3306,"tags=29%, list=16%, signal=34%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_RNA_POLYMERASE","KEGG_RNA_POLYMERASE","",28,0.32721907,1.0904654,0.297546,0.40641493,1,5376,"tags=39%, list=26%, signal=53%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_SPHINGOLIPID_METABOLISM","KEGG_SPHINGOLIPID_METABOLISM","",35,0.29745057,1.0709009,0.32768363,0.43657786,1,1965,"tags=20%, list=10%, signal=22%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_MEDICUS_REFERENCE_RETROGRADE_AXONAL_TRANSPORT","KEGG_MEDICUS_REFERENCE_RETROGRADE_AXONAL_TRANSPORT","",41,0.29400334,1.0706761,0.33639145,0.49172693,1,2853,"tags=27%, list=14%, signal=31%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_E2_ER_RAS_ERK_SIGNALING_PATHWAY","KEGG_MEDICUS_REFERENCE_E2_ER_RAS_ERK_SIGNALING_PATHWAY","",23,0.34007192,1.0588613,0.35526314,0.50777173,1,2644,"tags=30%, list=13%, signal=35%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_P300_P21_CELL_CYCLE_G1_S","KEGG_MEDICUS_REFERENCE_P300_P21_CELL_CYCLE_G1_S","",15,0.37223953,1.0482507,0.39841688,0.5207892,1,3316,"tags=40%, list=16%, signal=48%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_RETROGRADE_AXONAL_TRANSPORT","KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_RETROGRADE_AXONAL_TRANSPORT","",43,0.276686,1.0422252,0.34796238,0.5257412,1,2853,"tags=26%, list=14%, signal=30%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_GENE_SILENCING_BY_METHYLATION_OF_H3K27_AND_UBIQUITINATION_OF_H2AK119","KEGG_MEDICUS_REFERENCE_GENE_SILENCING_BY_METHYLATION_OF_H3K27_AND_UBIQUITINATION_OF_H2AK119","",31,0.29254693,1.0081224,0.44117647,0.585591,1,3735,"tags=35%, list=18%, signal=43%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY","KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY","",53,0.2556927,1.0059649,0.42857143,0.58444184,1,958,"tags=9%, list=5%, signal=10%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS","KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS","",15,0.35114577,0.9992816,0.45888594,0.5879868,1,4732,"tags=47%, list=23%, signal=61%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_COLORECTAL_CANCER","KEGG_COLORECTAL_CANCER","",62,0.24598394,0.9992601,0.41825095,0.57295704,1,2115,"tags=21%, list=10%, signal=23%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_MEDICUS_REFERENCE_GLOBAL_GENOME_NER","KEGG_MEDICUS_REFERENCE_GLOBAL_GENOME_NER","",18,0.33092916,0.98200357,0.44535518,0.63453335,1,4407,"tags=33%, list=21%, signal=42%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_TRANSPORT_OF_CALCIUM","KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_TRANSPORT_OF_CALCIUM","",18,0.31149486,0.9480044,0.5213904,0.70289534,1,4476,"tags=33%, list=22%, signal=43%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_CYSTEINE_AND_METHIONINE_METABOLISM","KEGG_CYSTEINE_AND_METHIONINE_METABOLISM","",34,0.26652476,0.9449441,0.5495495,0.70647013,1,2295,"tags=24%, list=11%, signal=26%",NA,"Up_in_Tumor","KEGG_Legacy"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","HALLMARK_INTERFERON_GAMMA_RESPONSE","Details ...",194,0.19380304,0.9413174,0.6510067,0.6248089,1,4031,"tags=27%, list=20%, signal=34%",NA,"Up_in_Tumor","Hallmark"
"KEGG_MEDICUS_REFERENCE_TNF_P38_SIGNALING_PATHWAY","KEGG_MEDICUS_REFERENCE_TNF_P38_SIGNALING_PATHWAY","",24,0.28403836,0.93320966,0.5694051,0.72827923,1,1666,"tags=21%, list=8%, signal=23%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_PSEN_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY","KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_PSEN_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY","",15,0.3322125,0.9281397,0.5547074,0.73091406,1,4476,"tags=47%, list=22%, signal=60%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_ONE_CARBON_POOL_BY_FOLATE","KEGG_ONE_CARBON_POOL_BY_FOLATE","",17,0.3096117,0.9240069,0.56559765,0.74802834,1,1757,"tags=24%, list=9%, signal=26%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_PRKACA_TO_ACTH_CORTISOL_SIGNALING_PATHWAY","KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_PRKACA_TO_ACTH_CORTISOL_SIGNALING_PATHWAY","",17,0.31351823,0.9226058,0.58171743,0.7349301,1,2644,"tags=29%, list=13%, signal=34%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_P4_PR_RAS_ERK_SIGNALING_PATHWAY","KEGG_MEDICUS_REFERENCE_P4_PR_RAS_ERK_SIGNALING_PATHWAY","",16,0.31103685,0.9023824,0.58563536,0.77096117,1,2345,"tags=25%, list=11%, signal=28%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_PATHOGEN_HBV_HBX_TO_RAS_ERK_SIGNALING_PATHWAY","KEGG_MEDICUS_PATHOGEN_HBV_HBX_TO_RAS_ERK_SIGNALING_PATHWAY","",15,0.3270462,0.890895,0.6356383,0.78741413,1,2345,"tags=27%, list=11%, signal=30%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PRKAR1A_TO_ACTH_CORTISOL_SIGNALING_PATHWAY","KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PRKAR1A_TO_ACTH_CORTISOL_SIGNALING_PATHWAY","",18,0.30428535,0.89070195,0.6450777,0.7785315,1,2644,"tags=28%, list=13%, signal=32%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_BASAL_TRANSCRIPTION_FACTORS","KEGG_BASAL_TRANSCRIPTION_FACTORS","",35,0.25393063,0.89034367,0.6585366,0.8200088,1,4141,"tags=29%, list=20%, signal=36%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_MEDICUS_REFERENCE_MGLUR5_CA2_APOPTOTIC_PATHWAY","KEGG_MEDICUS_REFERENCE_MGLUR5_CA2_APOPTOTIC_PATHWAY","",21,0.2839242,0.8885,0.6170799,0.7743344,1,4811,"tags=38%, list=23%, signal=50%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_TNF_NFKB_SIGNALING_PATHWAY","KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_TNF_NFKB_SIGNALING_PATHWAY","",15,0.3097087,0.8803742,0.64615387,0.7836447,1,5452,"tags=33%, list=27%, signal=45%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_ENV_FACTOR_ARSENIC_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV","KEGG_MEDICUS_ENV_FACTOR_ARSENIC_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV","",18,0.3006844,0.8786249,0.6449086,0.7782588,1,5909,"tags=50%, list=29%, signal=70%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY","KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY","",22,0.2798743,0.87223864,0.65363127,0.78255284,1,4811,"tags=36%, list=23%, signal=47%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_ACH_CHRN_RAS_ERK_SIGNALING_PATHWAY","KEGG_MEDICUS_REFERENCE_ACH_CHRN_RAS_ERK_SIGNALING_PATHWAY","",21,0.27810502,0.8638956,0.68802226,0.7901611,1,2644,"tags=24%, list=13%, signal=27%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_ATP1A1_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY","KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_ATP1A1_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY","",25,0.2617689,0.8580386,0.6961326,0.7929085,1,2996,"tags=28%, list=15%, signal=33%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_CARDIAC_MUSCLE_CONTRACTION","KEGG_CARDIAC_MUSCLE_CONTRACTION","",73,0.20637004,0.85799134,0.7827869,0.8780053,1,3318,"tags=21%, list=16%, signal=24%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_MEDICUS_REFERENCE_TNF_NFKB_SIGNALING_PATHWAY","KEGG_MEDICUS_REFERENCE_TNF_NFKB_SIGNALING_PATHWAY","",16,0.29453048,0.85208976,0.68508285,0.7960659,1,5452,"tags=31%, list=27%, signal=43%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_IV","KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_IV","",16,0.29136795,0.84688896,0.6647399,0.7977809,1,4570,"tags=38%, list=22%, signal=48%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_CACNA1D_H_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY","KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_CACNA1D_H_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY","",24,0.26263142,0.84609985,0.7002725,0.79068595,1,2996,"tags=29%, list=15%, signal=34%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_TYPE_I_IFN_SIGNALING_PATHWAY","KEGG_MEDICUS_REFERENCE_TYPE_I_IFN_SIGNALING_PATHWAY","",23,0.25489023,0.84212565,0.71304345,0.79014874,1,4935,"tags=26%, list=24%, signal=34%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY","KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY","",21,0.2670258,0.8368839,0.7258065,0.79143506,1,4811,"tags=38%, list=23%, signal=50%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_DEUBIQUITINATION_OF_H2AK119","KEGG_MEDICUS_REFERENCE_DEUBIQUITINATION_OF_H2AK119","",26,0.25402984,0.8366779,0.73333335,0.78375095,1,4230,"tags=38%, list=21%, signal=48%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_KCNJ5_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY","KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_KCNJ5_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY","",25,0.2518952,0.82351726,0.751634,0.7984577,1,2996,"tags=28%, list=15%, signal=33%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_DRD1_GNAS_AC_PKA_SIGNALING_PATHWAY","KEGG_MEDICUS_REFERENCE_DRD1_GNAS_AC_PKA_SIGNALING_PATHWAY","",16,0.27583706,0.7893049,0.7733333,0.8479127,1,2644,"tags=25%, list=13%, signal=29%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS","KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS","",16,0.27760598,0.7887507,0.75945944,0.99085206,1,3428,"tags=38%, list=17%, signal=45%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE","",26,0.24066083,0.7826641,0.80473375,0.97810024,1,3008,"tags=27%, list=15%, signal=32%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SOD1_TO_RETROGRADE_AXONAL_TRANSPORT","KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SOD1_TO_RETROGRADE_AXONAL_TRANSPORT","",27,0.23070233,0.75671244,0.8786982,0.888438,1,6493,"tags=48%, list=32%, signal=70%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV","KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV","",17,0.2592096,0.7560382,0.8022284,0.8804991,1,4570,"tags=35%, list=22%, signal=45%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_GLYCOLYSIS","KEGG_MEDICUS_REFERENCE_GLYCOLYSIS","",23,0.22074957,0.70603764,0.9161677,0.9307915,1,4776,"tags=39%, list=23%, signal=51%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_O_GLYCAN_BIOSYNTHESIS","KEGG_O_GLYCAN_BIOSYNTHESIS","",26,0.22278503,0.7054205,0.9189189,1,1,4142,"tags=35%, list=20%, signal=43%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_MEDICUS_REFERENCE_CA2_PYK2_RAS_ERK_SIGNALING_PATHWAY","KEGG_MEDICUS_REFERENCE_CA2_PYK2_RAS_ERK_SIGNALING_PATHWAY","",15,0.24103759,0.68415445,0.9121447,0.94301003,1,5373,"tags=40%, list=26%, signal=54%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_ASTHMA","KEGG_ASTHMA","",28,0.19579732,0.68345493,0.9551821,1,1,44,"tags=4%, list=0%, signal=4%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_MEDICUS_REFERENCE_TLR7_8_9_IRF5_SIGNALING_PATHWAY","KEGG_MEDICUS_REFERENCE_TLR7_8_9_IRF5_SIGNALING_PATHWAY","",22,0.20949364,0.6658991,0.9390244,0.9481737,1,4451,"tags=18%, list=22%, signal=23%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_TYPE_I_DIABETES_MELLITUS","KEGG_TYPE_I_DIABETES_MELLITUS","",41,0.168505,0.6189446,0.9936306,1,1,5764,"tags=29%, list=28%, signal=41%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_MEDICUS_REFERENCE_CGAS_STING_SIGNALING_PATHWAY","KEGG_MEDICUS_REFERENCE_CGAS_STING_SIGNALING_PATHWAY","",16,0.19844986,0.5680157,0.97089946,0.98448074,1,16458,"tags=100%, list=80%, signal=504%",NA,"Up_in_Tumor","KEGG_Medicus"
